rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
3	1	N/A	-118.22912316436809	C20H30O4	[M - H2O + H]+	JWQFSZPHDJUDSP	InChI=1S/C20H30O4/c1-13(2)14(12-21)6-7-15-16(22)8-9-17-19(15,3)10-5-11-20(17,4)18(23)24/h12,15,17H,5-11H2,1-4H3,(H,23,24)	null	CC(=C(CCC1C(=O)CCC2C1(CCCC2(C)C(=O)O)C)C=O)C	3.70000005	46909880	COCONUT:(CNP0134112 CNP0366970);PubChem:(46909880);PNC:(LTS0214603);SuperNatural:(SN00162408)	68722622466
4	1	N/A	-118.50938438560293	C20H30O4	[M - H2O + H]+	UCRJIYGYSLKACR	InChI=1S/C20H30O4/c1-13(2)16(22)8-7-15-14(12-21)6-9-17-19(15,3)10-5-11-20(17,4)18(23)24/h6,12-13,15,17H,5,7-11H2,1-4H3,(H,23,24)	(1R,4aR,5R,8aR)-6-formyl-1,4a-dimethyl-5-(4-methyl-3-oxopentyl)-2,3,4,5,8,8a-hexahydronaphthalene-1-carboxylic acid	CC(C)C(=O)CCC1C(=CCC2C1(CCCC2(C)C(=O)O)C)C=O	3.4000001	3009628	COCONUT:(CNP0214080);Natural Products:(UNPD99039);PubChem:(3009628);PNC:(LTS0147733 LTS0137968);SuperNatural:(SN00234663);PubMed;KEGG Mine	77312589890
5	1	N/A	-118.55434934549383	C20H30O4	[M - H2O + H]+	UFEHYRPBLFGEJW	InChI=1S/C20H30O4/c1-12(2)20(24)9-6-14-13(11-20)15(21)10-16-18(14,3)7-5-8-19(16,4)17(22)23/h11-12,14,16,24H,5-10H2,1-4H3,(H,22,23)	(1R,4aR,4bR,7S,10aR)-7-hydroxy-1,4a-dimethyl-9-oxo-7-propan-2-yl-2,3,4,4b,5,6,10,10a-octahydrophenanthrene-1-carboxylic acid	CC(C)C1(CCC2C(=C1)C(=O)CC3C2(CCCC3(C)C(=O)O)C)O	3.0999999	15450492;24066904;51520229;51520231;51520233;124871204;124871205;124432827;124432828	COCONUT:(CNP0064475 CNP0281148);Natural Products:(UNPD25151 UNPD151165);PubChem:(15450492 24066904 51520229 51520231 51520233 124871204 124871205 124432827 124432828);PNC:(LTS0130221 LTS0007776);SuperNatural:(SN00019834 SN00278582 SN00036798 SN00019836 SN00019833 SN00036797 SN00278193 SN00036796 SN00036799 SN00019835);ZINC bio:(ZINC13303387 ZINC13303389 ZINC13303394 ZINC13303397 ZINC14411497 ZINC14411500 ZINC14411503 ZINC14411506);additional;Training Set;PubMed	68723204162
6	1	N/A	-120.27331741445535	C20H30O4	[M - H2O + H]+	AZDNKBZTUMFXFL	InChI=1S/C20H30O4/c1-13(2)14(12-21)6-7-15-16(22)8-9-17-19(15,3)10-5-11-20(17,4)18(23)24/h6,12-13,15,17H,5,7-11H2,1-4H3,(H,23,24)	null	CC(C)C(=CCC1C(=O)CCC2C1(CCCC2(C)C(=O)O)C)C=O	3.4000001	46229975	COCONUT:(CNP0107740);Natural Products:(UNPD39863);PubChem:(46229975);PNC:(LTS0018737);SuperNatural:(SN00239285);PubMed	68722655298
7	1	N/A	-122.98450324816163	C20H30O4	[M - H2O + H]+	QYCOHMYDSOZCQD	InChI=1S/C20H30O4/c1-13(12-17(21)22)6-8-15-14(2)7-9-16-19(15,3)10-5-11-20(16,4)18(23)24/h12,15-16H,2,5-11H2,1,3-4H3,(H,21,22)(H,23,24)	agathicacid	CC(=CC(=O)O)CCC1C(=C)CCC2C1(CCCC2(C)C(=O)O)C	4.80000019	541901;5364174;6436877;21600032;22568711;23786453;101609218;101609219;101297672;132838614	COCONUT:(CNP0122177);HMDB:(36828);KNApSAcK:(22522);Natural Products:(UNPD45603 UNPD156998 UNPD173052 UNPD224155 UNPD89011 UNPD111637);PubChem:(541901 5364174 6436877 21600032 22568711 23786453 101609218 101609219 101297672 132838614);PNC:(LTS0137500 LTS0276518);SuperNatural:(SN00401998 SN00261602 SN00245962 SN00299516 SN00341073);PubChem class - bio and metabolites;MeSH:(6436877);PubMed	68739432542
8	1	N/A	-148.37248971083315	C20H30O4	[M - H2O + H]+	ANHLKXBWFSLYAB	InChI=1S/C20H30O4/c1-12-6-8-14-13(16(12)17(21)22)7-9-15-19(14,2)10-5-11-20(15,3)18(23)24-4/h12,14-15H,5-11H2,1-4H3,(H,21,22)	null	CC1CCC2C(=C1C(=O)O)CCC3C2(CCCC3(C)C(=O)OC)C	4.3870163	""	COCONUT:(CNP0315944);Natural Products:(UNPD7533);PNC:(LTS0117223 LTS0160339);SuperNatural:(SN00398264)	68722655232
9	1	N/A	-161.19790154698634	C20H30O4	[M - H2O + H]+	IQKPNFFLSFPURG	InChI=1S/C20H30O4/c1-12(2)13-11-20-9-6-15-18(3,16(20)10-14(13)23-24-20)7-5-8-19(15,4)17(21)22/h11-12,14-16H,5-10H2,1-4H3,(H,21,22)	4b,8-dimethyl-2-(propan-2-yl)-4,4a,4b,5,6,7,8,8a,9,10-decahydro-3h-3,10a-epidioxyphenanthrene-8-carboxylic acid	CC(C)C1=CC23CCC4C(C2CC1OO3)(CCCC4(C)C(=O)O)C	3.79999995	290006;15929993;23955800;98521702;98521703;98271366;98271367;101105392;124527190	COCONUT:(CNP0175205);Natural Products:(UNPD184557 UNPD28876);PubChem:(290006 15929993 23955800 98521702 98521703 98271366 98271367 101105392 124527190);PNC:(LTS0070121 LTS0026154 LTS0043549);SuperNatural:(SN00338079 SN00377479);PubMed	68722655298
10	1	N/A	-164.7279139037898	C20H30O4	[M - H2O + H]+	OOHFJWCHEFCJDC	InChI=1S/C20H30O4/c1-13(2)19-10-11-20(24-23-19)14(12-19)6-7-15-17(3,16(21)22)8-5-9-18(15,20)4/h12-13,15H,5-11H2,1-4H3,(H,21,22)	3H-3,10b-Ethanonaphtho(1,2-c)-1,2-dioxin-7-carboxylic acid, 5,6,6a,7,8,9,10,10a-octahydro-7,10a-dimethyl-3-(1-methylethyl)-	CC(C)C12CCC3(C(=C1)CCC4C3(CCCC4(C)C(=O)O)C)OO2	3.79999995	347775;21635783;44583741;46230361;46230362;49767001;98534600;91895313;101949569;133562850;132487847	COCONUT:(CNP0186214);Natural Products:(UNPD33432 UNPD93943 UNPD152581 UNPD191850);PubChem:(347775 21635783 44583741 46230361 46230362 49767001 98534600 91895313 101949569 133562850 132487847);PNC:(LTS0132227 LTS0046787);SuperNatural:(SN00299706 SN00321166 SN00270503 SN00234481);PubMed	68722655298
11	1	N/A	-188.0032177670018	C20H30O4	[M - H2O + H]+	MYHXHCUNDDAEOZ	InChI=1S/C20H30O4/c1-2-3-6-9-17(21)14-12-16-13-15-19(22)18(16)10-7-4-5-8-11-20(23)24/h4,7,12-18,21H,2-3,5-6,8-11H2,1H3,(H,23,24)	Medullin	CCCCCC(C=CC1C=CC(=O)C1CC=CCCCC(=O)O)O	3.5999999	4953;99022;5280880;5283085;5283092;5353901;6334692;9884115;12314621;9945614;10246299;21773164;22833602;24867284;35020884;35020890;40488287;57370113;53390664;53477471;53477472;53477473;53477474;57903328;68148297;68149236;70578248;70580169;71684359;70625930;70626089;71312291;91933439;124524607;124351290;126456240;134751295	HMDB:(2752);PNC:(LTS0104516 LTS0046612);SuperNatural:(SN00239027 SN00362133 SN00231204);ZINC bio:(ZINC04521813 ZINC13516012);additional;MeSH:(5280880 5353901 35020890);PubMed;COCONUT:(CNP0267569);Natural Products:(UNPD135954 UNPD112703 UNPD179085);PubChem:(4953 99022 5280880 5283085 5283092 5353901 6334692 9884115 12314621 9945614 10246299 21773164 22833602 24867284 35020884 35020890 40488287 57370113 53390664 53477471 53477472 53477473 53477474 57903328 68148297 68149236 70578248 70580169 71684359 70625930 70626089 71312291 91933439 124524607 124351290 126456240 134751295);CHEBI:(133370 27820);PubChem class - bio and metabolites;KEGG:(C05953);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-21228)	68807092590
12	1	N/A	-188.88912525245823	C20H30O4	[M - H2O + H]+	GXWXWLWIAJYUMM	InChI=1S/C20H30O4/c1-11(2)19-9-6-12-17(3)7-5-8-18(4,16(21)22)13(17)10-14-20(12,23-14)15(19)24-19/h11-15H,5-10H2,1-4H3,(H,21,22)	(7-Alpha,8xi,14beta)-7,8:13,14-diepoxyabietan-18-oic acid	CC(C)C12CCC3C4(CCCC(C4CC5C3(C1O2)O5)(C)C(=O)O)C	3.5999999	3009624;101105391	COCONUT:(CNP0230288);Natural Products:(UNPD173995);PubChem:(3009624 101105391);PNC:(LTS0184052 LTS0195475);SuperNatural:(SN00345339);PubMed	68722655298
13	1	N/A	-197.5621383579098	C20H30O4	[M - H2O + H]+	CMIAIUZBKPLIOP	InChI=1S/C20H30O4/c1-19(2,24-22)14-8-10-16-13(12-14)7-9-17-15(18(21)23-4)6-5-11-20(16,17)3/h7,12,15-17,22H,5-6,8-11H2,1-4H3	15-Hydroperoxyabietic acid	CC12CCCC(C1CC=C3C2CCC(=C3)C(C)(C)OO)C(=O)OC	3.4000001	163916;53462785	MeSH:(163916);PubChem:(163916 53462785);PNC:(LTS0098888);PubMed	68719476806
14	1	N/A	-202.12303323337184	C20H30O4	[M - H2O + H]+	ZVFHKEBIIJSDDV	InChI=1S/C20H30O4/c1-12(2)19-8-9-20(24-19)13(14(21)11-19)10-15-17(3,16(22)23)6-5-7-18(15,20)4/h12-13,15H,5-11H2,1-4H3,(H,22,23)	null	CC(C)C12CCC3(O1)C(CC4C3(CCCC4(C)C(=O)O)C)C(=O)C2	3.0999999	101005577	PubChem:(101005577);PNC:(LTS0033338)	68719476738
15	1	N/A	-230.77347269540184	C20H30O4	[M - H2O + H]+	PRFXRIUZNKLRHM	InChI=1S/C20H30O4/c1-2-3-6-9-17(21)14-12-16-13-15-19(22)18(16)10-7-4-5-8-11-20(23)24/h4,7,12,14,17,21H,2-3,5-6,8-11,13,15H2,1H3,(H,23,24)	prostaglandin B2	CCCCCC(C=CC1=C(C(=O)CC1)CC=CCCCC(=O)O)O	3.29999995	4955;114674;5280881;5288144;5353903;6441243;13073931;17753968;40488288;91872427;124351293;124351294;134689009;134689047	HMDB:(4236);PNC:(LTS0067136);ZINC bio:(ZINC04521814 ZINC05273623);additional;MeSH:(5280881);PubMed;COCONUT:(CNP0346263);Natural Products:(UNPD151716);PubChem:(4955 114674 5280881 5288144 5353903 6441243 13073931 17753968 40488288 91872427 124351293 124351294 134689009 134689047);CHEBI:(93453 28099 133391);PubChem class - bio and metabolites;KEGG:(C05954);PubChem class - safety and toxic;Training Set	68806041966
16	1	N/A	-237.59395307295281	C20H30O4	[M - H2O + H]+	AIWPRIHXTFECLS	InChI=1S/C20H30O4/c1-13(2)14-6-8-16(21)15(12-14)7-9-17-19(3,18(22)23)10-5-11-20(17,4)24/h6,8,12-13,17,21,24H,5,7,9-11H2,1-4H3,(H,22,23)	null	CC(C)C1=CC(=C(C=C1)O)CCC2C(CCCC2(C)O)(C)C(=O)O	3.9000001	46230018	COCONUT:(CNP0243608);Natural Products:(UNPD147675);PubChem:(46230018);PNC:(LTS0058635);PubMed	68721606722
1	1	N/A	-114.49279751443076	C20H32O5	[M - H4O2 + H]+	RSKXVFWGGCGVMM	InChI=1S/C20H32O5/c1-17(2,24)20(25)9-6-13-12(11-20)14(21)10-15-18(13,3)7-5-8-19(15,4)16(22)23/h11,13-15,21,24-25H,5-10H2,1-4H3,(H,22,23)	null	CC12CCCC(C1CC(C3=CC(CCC23)(C(C)(C)O)O)O)(C)C(=O)O	1.39999998	10807931;101915820	COCONUT:(CNP0392581);Natural Products:(UNPD113164 UNPD146879);PubChem:(10807931 101915820);PNC:(LTS0099773 LTS0009307);SuperNatural:(SN00331261 SN00402051)	68722655234
2	1	N/A	-167.01392528317606	C20H32O5	[M - H4O2 + H]+	BHMBVRSPMRCCGG	InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-18,21-22H,2-3,5-6,8-11,14H2,1H3,(H,24,25)	prostaglandin D2	CCCCCC(C=CC1C(C(CC1=O)O)CC=CCCCC(=O)O)O	2.5999999	4956;38909;448457;3246838;5283030;5283094;5353904;6519333;6473773;9884872;13292829;13292830;13292831;13292832;13292836;13292837;17754121;20849124;21145391;23815476;25244302;27853025;25755784;35020595;35020603;44208918;44378843;52921988;52921989;52921991;51520481;51651896;57359590;53477469;53477470;60084220;59294061;59294062;59944007;71312324;124202155;123979285;124351383;126968678;134688140;132282632;139032027;137699425	HMDB:(1403);PNC:(LTS0276317);SuperNatural:(SN00024298 SN00400648);ZINC bio:(ZINC03874785 ZINC05513160 ZINC05978212 ZINC13339034 ZINC13339035 ZINC13521609 ZINC18130819);additional;MeSH:(448457);Plantcyc:(5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O);PubMed;COCONUT:(CNP0323187 CNP0366788);Natural Products:(UNPD85010);PubChem:(4956 38909 448457 3246838 5283030 5283094 5353904 6519333 6473773 9884872 13292829 13292830 13292831 13292832 13292836 13292837 17754121 20849124 21145391 23815476 25244302 27853025 25755784 35020595 35020603 44208918 44378843 52921988 52921989 52921991 51520481 51651896 57359590 53477469 53477470 60084220 59294061 59294062 59944007 71312324 124202155 123979285 124351383 126968678 134688140 132282632 139032027 137699425);CHEBI:(94496 57406 15555);PubChem class - bio and metabolites;KEGG:(C00696);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O)	68840778094
3	1	N/A	-172.5821975087625	C20H32O5	[M - H4O2 + H]+	VUKHORQAZYZECW	InChI=1S/C20H32O5/c1-11(2)20-14(25-20)10-13-17(3)7-5-8-18(4,16(22)23)12(17)6-9-19(13,24)15(20)21/h11-15,21,24H,5-10H2,1-4H3,(H,22,23)	null	CC(C)C12C(O1)CC3C4(CCCC(C4CCC3(C2O)O)(C)C(=O)O)C	2.5999999	46230019;127046358	COCONUT:(CNP0389749);Natural Products:(UNPD195626);PubChem:(46230019 127046358);PNC:(LTS0125314);SuperNatural:(SN00342709);PubMed	68722655298
4	1	N/A	-182.7135252967813	C20H32O5	[M - H4O2 + H]+	XEYBRNLFEZDVAW	InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-17,19,21,23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)	Cervidil	CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O	3.46398115	158;9691;122348;3246816;3246832;7048661;5280360;5283031;5283061;5283086;5283116;5283213;5353587;6445999;6450019;12041746;9874974;12314580;12314582;12314584;12314585;12314587;12314588;12314590;12314594;9950404;11581143;10247450;11221902;11865423;10499157;16219826;26436117;25243892;35021823;35021833;35027359;40575690;40575698;49822699;54466054;54466056;54466057;57357999;53477468;59294014;59294053;59294054;59881728;59926133;59941509;59968515;67937739;71684627;73357245;71082424;71195864;70419675;71401211;88769002;90689772;90798199;91019309;92450042;92966520;97041838;97041839;91886115;122702174;124524501;122176715;123841661;124350425;124406582;124406583;131705003;131705139;134688229;134688249;134689045;131954610;139503973	HMDB:(1220 5844 60041);PNC:(LTS0074404 LTS0000856);SuperNatural:(SN00358442 SN00370111 SN00341398 SN00359853 SN00255231 SN00003590);ZINC bio:(ZINC03830713 ZINC03830714 ZINC12496636 ZINC12503216 ZINC13540325 ZINC15111008 ZINC15111010);additional;MeSH:(5280360 5283213 6450019);Plantcyc:(5Z13E-15S-1115-DIHYDROXY-9-OXOPROS);PubMed;NORMAN:(NS00009026);COCONUT:(CNP0081668 CNP0410482);Natural Products:(UNPD137545 UNPD12104 UNPD32368 UNPD133703 UNPD143927 UNPD60858 UNPD215712);PubChem:(158 9691 122348 3246816 3246832 7048661 5280360 5283031 5283061 5283086 5283116 5283213 5353587 6445999 6450019 12041746 9874974 12314580 12314582 12314584 12314585 12314587 12314588 12314590 12314594 9950404 11581143 10247450 11221902 11865423 10499157 16219826 26436117 25243892 35021823 35021833 35027359 40575690 40575698 49822699 54466054 54466056 54466057 57357999 53477468 59294014 59294053 59294054 59881728 59926133 59941509 59968515 67937739 71684627 73357245 71082424 71195864 70419675 71401211 88769002 90689772 90798199 91019309 92450042 92966520 97041838 97041839 91886115 122702174 124524501 122176715 123841661 124350425 124406582 124406583 131705003 131705139 134688229 134688249 134689045 131954610 139503973);CHEBI:(131888 92466 89581 606564 140932 15551);PubChem class - bio and metabolites;KEGG:(C00584);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(5Z13E-15S-1115-DIHYDROXY-9-OXOPROS)	68841040238
5	1	N/A	-198.47836854222723	C20H32O5	[M - H4O2 + H]+	FUMZEAQEADDMAG	InChI=1S/C20H32O5/c1-12(2)18-10-11-20(25-18)17(4)8-5-7-16(3,15(22)23)13(17)6-9-19(20,24)14(18)21/h12-14,21,24H,5-11H2,1-4H3,(H,22,23)	null	CC(C)C12CCC3(O1)C4(CCCC(C4CCC3(C2O)O)(C)C(=O)O)C	2.29999995	46230020;132487850	COCONUT:(CNP0077787);PubChem:(46230020 132487850);PNC:(LTS0021293);PubMed	68721573954
