rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.35640916045532534	-68.3759407434006	C20H32O	[M + H]+	JEOZUAHPKAVXSF	InChI=1S/C20H32O/c1-5-18(2)12-9-16-15(13-18)7-8-17-19(3,14-21)10-6-11-20(16,17)4/h5,13,16-17,21H,1,6-12,14H2,2-4H3	[(1R,4aR,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthren-1-yl]methanol	CC1(CCC2C(=C1)CCC3C2(CCCC3(C)CO)C)C=C	5.5999999	5320593;5321092;12314283;12314284;12314285;12314286;10266148;10446844;101289564;101289565;101937504	COCONUT:(CNP0311401);KNApSAcK:(31285);Natural Products:(UNPD96006 UNPD87873 UNPD59024 UNPD162113 UNPD181790);PubChem:(5320593 5321092 12314283 12314284 12314285 12314286 10266148 10446844 101289564 101289565 101937504);PNC:(LTS0017433 LTS0019867);SuperNatural:(SN00160568 SN00331016 SN00359464 SN00160602);MeSH:(12314286);PubMed;KEGG Mine	77312589910
2	1	N/A	-76.81227977928494	C20H32O	[M + H]+	ZIHDMHRBOWHHIU	InChI=1S/C20H32O/c1-14-6-8-17-16(12-15(14)2)7-9-18-19(3,13-21)10-5-11-20(17,18)4/h6,12,15,17-18,21H,5,7-11,13H2,1-4H3	null	CC1C=C2CCC3C(CCCC3(C2CC=C1C)C)(C)CO	4.69999981	101324739	COCONUT:(CNP0255773);Natural Products:(UNPD146555);PubChem:(101324739);PNC:(LTS0071922 LTS0125813);SuperNatural:(SN00365984)	68722655234
3	1	N/A	-84.26074844877373	C20H32O	[M + H]+	MUBMRBNHMHINMF	InChI=1S/C20H32O/c1-14(2)15-6-8-17-16(12-15)7-9-18-19(3,13-21)10-5-11-20(17,18)4/h12,17-18,21H,5-11,13H2,1-4H3	Neoabietol	CC(=C1CCC2C(=C1)CCC3C2(CCCC3(C)CO)C)C	5.19999981	443476;12313163;25201577	PubChem:(443476 12313163 25201577);PNC:(LTS0054222);CHEBI:(29654);PubChem class - bio and metabolites;KEGG:(C11884);Plantcyc:(CPD-8709);Biocyc:(CPD-8709)	68736387362
4	1	N/A	-85.77819079402265	C20H32O	[M + H]+	CYOURYOZWLIJFB	InChI=1S/C20H32O/c1-14(2)15-6-8-17-16(12-15)7-9-18-19(3,13-21)10-5-11-20(17,18)4/h6,12,14,17-18,21H,5,7-11,13H2,1-4H3	levopimarol	CC(C)C1=CCC2C(=C1)CCC3C2(CCCC3(C)CO)C	4.9000001	443475;14165024;14165026	PubChem:(443475 14165024 14165026);PNC:(LTS0184224);CHEBI:(52482);PubChem class - bio and metabolites;KEGG:(C11883);Plantcyc:(CPD-8705);Biocyc:(CPD-8705)	68736387362
5	1	N/A	-86.4533266439389	C20H32O	[M + H]+	DUEINKIQNGZKPL	InChI=1S/C20H32O/c1-5-18(2)12-9-16-15(13-18)7-8-17-19(3,14-21)10-6-11-20(16,17)4/h5,7,16-17,21H,1,6,8-14H2,2-4H3	isopimarinol	CC1(CCC2C(=CCC3C2(CCCC3(C)CO)C)C1)C=C	5.4000001	158539;10891534;10039785;15586710;15586712;15586713;15586714;10469409;23259966;56927943;91747948;91747950;101026879;102188521;100956191;100956193	COCONUT:(CNP0228863);KNApSAcK:(40775);Natural Products:(UNPD111174 UNPD74332 UNPD154540 UNPD60680 UNPD179178 UNPD63166 UNPD171869 UNPD189315);PubChem:(158539 10891534 10039785 15586710 15586712 15586713 15586714 10469409 23259966 56927943 91747948 91747950 101026879 102188521 100956191 100956193);PNC:(LTS0086120 LTS0077302 LTS0102281);SuperNatural:(SN00262076 SN00397805 SN00353246 SN00228871 SN00376297 SN00259491 SN00397285 SN00269855);CHEBI:(52484 63656);PubChem class - bio and metabolites;KEGG:(C18221 C20147);Plantcyc:(CPD-13921 CPD-8726);PubMed;Biocyc:(CPD-8726 CPD-13921)	68739565938
6	1	N/A	-91.1911338810227	C20H32O	[M + H]+	PMRGRURZTGRVDP	InChI=1S/C20H32O/c1-14(2)15-6-8-17-16(12-15)7-9-18-19(3,13-21)10-5-11-20(17,18)4/h12,14,18,21H,5-11,13H2,1-4H3	palustradienol	CC(C)C1=CC2=C(CC1)C3(CCCC(C3CC2)(C)CO)C	4.5999999	89499;13652173;13652174;25200493;94840639	NORMAN:(NS00049151);COCONUT:(CNP0124060);Natural Products:(UNPD27761 UNPD21734);PubChem:(89499 13652173 13652174 25200493 94840639);PNC:(LTS0065026 LTS0185646);SuperNatural:(SN00382240);CHEBI:(81594);PubChem class - bio and metabolites;KEGG:(C18219);Plantcyc:(CPD-8714);PubMed	68739826018
7	1	N/A	-97.04681393461864	C20H32O	[M + H]+	GQRUHVMVWNKUFW	InChI=1S/C20H32O/c1-14(2)15-6-8-17-16(12-15)7-9-18-19(3,13-21)10-5-11-20(17,18)4/h7,12,14,17-18,21H,5-6,8-11,13H2,1-4H3	Abietinol	CC(C)C1=CC2=CCC3C(CCCC3(C2CC1)C)(C)CO	4.9000001	102461;443474;6427963;6708686;12305882;12305883;16758157;40469757;49870123;53852288;57508390;101239914;122217531	HMDB:(34736);PNC:(LTS0074197 LTS0150156);SuperNatural:(SN00253299 SN00349370 SN00324973 SN00271872);MeSH:(443474);Plantcyc:(CPD-8691);PubMed;NORMAN:(NS00013333);COCONUT:(CNP0229894);KNApSAcK:(869);Natural Products:(UNPD38278 UNPD51349 UNPD156493 UNPD64234 UNPD78302);PubChem:(102461 443474 6427963 6708686 12305882 12305883 16758157 40469757 49870123 53852288 57508390 101239914 122217531);CHEBI:(29510);PubChem class - bio and metabolites;KEGG:(C11882);Biocyc:(CPD-8691)	68739828094
8	1	N/A	-99.33676837424677	C20H32O	[M + H]+	ATQOOBSXQVRQPY	InChI=1S/C20H32O/c1-6-19(4)11-9-15-14(13-19)7-8-16-18(2,3)17(21)10-12-20(15,16)5/h6,13,15-17,21H,1,7-12H2,2-5H3	Podocarp-8(14)-en-3.beta.-ol, 13.beta.-methyl-13-vinyl-	CC1(C2CCC3=CC(CCC3C2(CCC1O)C)(C)C=C)C	5.5	584511;22216597;53475568;56649633;86289488;101615193;101289561;101334077	COCONUT:(CNP0283954);Natural Products:(UNPD145536 UNPD37708 UNPD85936 UNPD182490 UNPD33888 UNPD133781);PubChem:(584511 22216597 53475568 56649633 86289488 101615193 101289561 101334077);PNC:(LTS0048503 LTS0109755);SuperNatural:(SN00301021 SN00401023 SN00392391 SN00289668 SN00281200 SN00238815);CHEBI:(78255);PubChem class - bio and metabolites;KEGG:(C21560);Plantcyc:(CPD-16610);PubMed;Biocyc:(CPD-16610);KEGG Mine	77329500514
9	1	N/A	-108.00846873836007	C20H32O	[M + H]+	QZIWEZUJYZIRFB	InChI=1S/C20H32O/c1-15(11-14-21)7-9-17-16(2)8-10-18-19(3,4)12-6-13-20(17,18)5/h11,14,17-18H,2,6-10,12-13H2,1,3-5H3	(E)-5-[(1S,4aS,8aS)-5,5,8a-trimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]-3-methylpent-2-enal	CC(=CC=O)CCC1C(=C)CCC2C1(CCCC2(C)C)C	6.19999981	14165625	COCONUT:(CNP0199103);Natural Products:(UNPD106183 UNPD105571);PubChem:(14165625);PNC:(LTS0031562 LTS0241615 LTS0111764);SuperNatural:(SN00396792 SN00258315)	68722655234
10	1	N/A	-109.7502509937853	C20H32O	[M + H]+	JTAXUBKTCAOMTN	InChI=1S/C20H32O/c1-14(2)15-6-8-17-16(12-15)7-9-18-19(3,13-21)10-5-11-20(17,18)4/h7,9,12,14,16-18,21H,5-6,8,10-11,13H2,1-4H3	null	CC(C)C1=CC2C=CC3C(CCCC3(C2CC1)C)(C)CO	4.9886241	""	COCONUT:(CNP0249832);Natural Products:(UNPD179390);PNC:(LTS0212589);SuperNatural:(SN00346660)	68722655232
