rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
6	1	N/A	-157.10115994257083	C20H30O4	[M + H]+	BDGVLOCEQIJJDJ	InChI=1S/C20H30O4/c1-12(2)13-11-20(24)9-6-15-18(3,16(20)10-14(13)21)7-5-8-19(15,4)17(22)23/h11-12,15-16,24H,5-10H2,1-4H3,(H,22,23)	8a-hydroxy-1,4a-dimethyl-6-oxo-7-propan-2-yl-2,3,4,4b,5,9,10,10a-octahydrophenanthrene-1-carboxylic acid	CC(C)C1=CC2(CCC3C(C2CC1=O)(CCCC3(C)C(=O)O)C)O	3.0999999	245310;14705598;92229729;92229726;92229727;92229728	COCONUT:(CNP0236506);HMDB:(35878);Natural Products:(UNPD183851 UNPD24811);PubChem:(245310 14705598 92229729 92229726 92229727 92229728);PNC:(LTS0024248);SuperNatural:(SN00387123 SN00324002);PubChem class - bio and metabolites;PubMed	68739432522
7	1	N/A	-171.42361028118302	C20H30O4	[M + H]+	QSFLWQIGANLWJS	InChI=1S/C20H30O4/c1-12(2)13-5-6-15-14(9-13)16(22)10-17-19(15,3)7-4-8-20(17,11-21)18(23)24/h9,12,14-15,17,21H,4-8,10-11H2,1-3H3,(H,23,24)	null	CC(C)C1=CC2C(CC1)C3(CCCC(C3CC2=O)(CO)C(=O)O)C	3.26241302	""	COCONUT:(CNP0213751);Natural Products:(UNPD15421);PNC:(LTS0194962 LTS0031936);SuperNatural:(SN00314144)	68722655232
8	1	N/A	-174.23793733970226	C20H30O4	[M + H]+	UFEHYRPBLFGEJW	InChI=1S/C20H30O4/c1-12(2)20(24)9-6-14-13(11-20)15(21)10-16-18(14,3)7-5-8-19(16,4)17(22)23/h11-12,14,16,24H,5-10H2,1-4H3,(H,22,23)	(1R,4aR,4bR,7S,10aR)-7-hydroxy-1,4a-dimethyl-9-oxo-7-propan-2-yl-2,3,4,4b,5,6,10,10a-octahydrophenanthrene-1-carboxylic acid	CC(C)C1(CCC2C(=C1)C(=O)CC3C2(CCCC3(C)C(=O)O)C)O	3.0999999	15450492;24066904;51520229;51520231;51520233;124871204;124871205;124432827;124432828	COCONUT:(CNP0064475 CNP0281148);Natural Products:(UNPD25151 UNPD151165);PubChem:(15450492 24066904 51520229 51520231 51520233 124871204 124871205 124432827 124432828);PNC:(LTS0130221 LTS0007776);SuperNatural:(SN00019834 SN00278582 SN00036798 SN00019836 SN00019833 SN00036797 SN00278193 SN00036796 SN00036799 SN00019835);ZINC bio:(ZINC13303387 ZINC13303389 ZINC13303394 ZINC13303397 ZINC14411497 ZINC14411500 ZINC14411503 ZINC14411506);additional;Training Set;PubMed	68723204162
9	1	N/A	-174.25176783516693	C20H30O4	[M + H]+	ANHLKXBWFSLYAB	InChI=1S/C20H30O4/c1-12-6-8-14-13(16(12)17(21)22)7-9-15-19(14,2)10-5-11-20(15,3)18(23)24-4/h12,14-15H,5-11H2,1-4H3,(H,21,22)	null	CC1CCC2C(=C1C(=O)O)CCC3C2(CCCC3(C)C(=O)OC)C	4.3870163	""	COCONUT:(CNP0315944);Natural Products:(UNPD7533);PNC:(LTS0117223 LTS0160339);SuperNatural:(SN00398264)	68722655232
10	1	N/A	-205.01419546366054	C20H30O4	[M + H]+	PRFXRIUZNKLRHM	InChI=1S/C20H30O4/c1-2-3-6-9-17(21)14-12-16-13-15-19(22)18(16)10-7-4-5-8-11-20(23)24/h4,7,12,14,17,21H,2-3,5-6,8-11,13,15H2,1H3,(H,23,24)	prostaglandin B2	CCCCCC(C=CC1=C(C(=O)CC1)CC=CCCCC(=O)O)O	3.29999995	4955;114674;5280881;5288144;5353903;6441243;13073931;17753968;40488288;91872427;124351293;124351294;134689009;134689047	HMDB:(4236);PNC:(LTS0067136);ZINC bio:(ZINC04521814 ZINC05273623);additional;MeSH:(5280881);PubMed;COCONUT:(CNP0346263);Natural Products:(UNPD151716);PubChem:(4955 114674 5280881 5288144 5353903 6441243 13073931 17753968 40488288 91872427 124351293 124351294 134689009 134689047);CHEBI:(93453 28099 133391);PubChem class - bio and metabolites;KEGG:(C05954);PubChem class - safety and toxic;Training Set	68806041966
11	1	N/A	-231.80182931608022	C20H30O4	[M + H]+	IQKPNFFLSFPURG	InChI=1S/C20H30O4/c1-12(2)13-11-20-9-6-15-18(3,16(20)10-14(13)23-24-20)7-5-8-19(15,4)17(21)22/h11-12,14-16H,5-10H2,1-4H3,(H,21,22)	4b,8-dimethyl-2-(propan-2-yl)-4,4a,4b,5,6,7,8,8a,9,10-decahydro-3h-3,10a-epidioxyphenanthrene-8-carboxylic acid	CC(C)C1=CC23CCC4C(C2CC1OO3)(CCCC4(C)C(=O)O)C	3.79999995	290006;15929993;23955800;98521702;98521703;98271366;98271367;101105392;124527190	COCONUT:(CNP0175205);Natural Products:(UNPD184557 UNPD28876);PubChem:(290006 15929993 23955800 98521702 98521703 98271366 98271367 101105392 124527190);PNC:(LTS0070121 LTS0026154 LTS0043549);SuperNatural:(SN00338079 SN00377479);PubMed	68722655298
12	1	N/A	-249.07980572269105	C20H30O4	[M + H]+	OOHFJWCHEFCJDC	InChI=1S/C20H30O4/c1-13(2)19-10-11-20(24-23-19)14(12-19)6-7-15-17(3,16(21)22)8-5-9-18(15,20)4/h12-13,15H,5-11H2,1-4H3,(H,21,22)	3H-3,10b-Ethanonaphtho(1,2-c)-1,2-dioxin-7-carboxylic acid, 5,6,6a,7,8,9,10,10a-octahydro-7,10a-dimethyl-3-(1-methylethyl)-	CC(C)C12CCC3(C(=C1)CCC4C3(CCCC4(C)C(=O)O)C)OO2	3.79999995	347775;21635783;44583741;46230361;46230362;49767001;98534600;91895313;101949569;133562850;132487847	COCONUT:(CNP0186214);Natural Products:(UNPD33432 UNPD93943 UNPD152581 UNPD191850);PubChem:(347775 21635783 44583741 46230361 46230362 49767001 98534600 91895313 101949569 133562850 132487847);PNC:(LTS0132227 LTS0046787);SuperNatural:(SN00299706 SN00321166 SN00270503 SN00234481);PubMed	68722655298
13	1	N/A	-263.89820889359163	C20H30O4	[M + H]+	CMIAIUZBKPLIOP	InChI=1S/C20H30O4/c1-19(2,24-22)14-8-10-16-13(12-14)7-9-17-15(18(21)23-4)6-5-11-20(16,17)3/h7,12,15-17,22H,5-6,8-11H2,1-4H3	15-Hydroperoxyabietic acid	CC12CCCC(C1CC=C3C2CCC(=C3)C(C)(C)OO)C(=O)OC	3.4000001	163916;53462785	MeSH:(163916);PubChem:(163916 53462785);PNC:(LTS0098888);PubMed	68719476806
14	1	N/A	-273.9309850756109	C20H30O4	[M + H]+	GXWXWLWIAJYUMM	InChI=1S/C20H30O4/c1-11(2)19-9-6-12-17(3)7-5-8-18(4,16(21)22)13(17)10-14-20(12,23-14)15(19)24-19/h11-15H,5-10H2,1-4H3,(H,21,22)	(7-Alpha,8xi,14beta)-7,8:13,14-diepoxyabietan-18-oic acid	CC(C)C12CCC3C4(CCCC(C4CC5C3(C1O2)O5)(C)C(=O)O)C	3.5999999	3009624;101105391	COCONUT:(CNP0230288);Natural Products:(UNPD173995);PubChem:(3009624 101105391);PNC:(LTS0184052 LTS0195475);SuperNatural:(SN00345339);PubMed	68722655298
15	1	N/A	-300.3259533101365	C20H30O4	[M + H]+	AIWPRIHXTFECLS	InChI=1S/C20H30O4/c1-13(2)14-6-8-16(21)15(12-14)7-9-17-19(3,18(22)23)10-5-11-20(17,4)24/h6,8,12-13,17,21,24H,5,7,9-11H2,1-4H3,(H,22,23)	null	CC(C)C1=CC(=C(C=C1)O)CCC2C(CCCC2(C)O)(C)C(=O)O	3.9000001	46230018	COCONUT:(CNP0243608);Natural Products:(UNPD147675);PubChem:(46230018);PNC:(LTS0058635);PubMed	68721606722
16	1	N/A	-302.57374656601314	C20H30O4	[M + H]+	ZVFHKEBIIJSDDV	InChI=1S/C20H30O4/c1-12(2)19-8-9-20(24-19)13(14(21)11-19)10-15-17(3,16(22)23)6-5-7-18(15,20)4/h12-13,15H,5-11H2,1-4H3,(H,22,23)	null	CC(C)C12CCC3(O1)C(CC4C3(CCCC4(C)C(=O)O)C)C(=O)C2	3.0999999	101005577	PubChem:(101005577);PNC:(LTS0033338)	68719476738
